formula,image
{ \frac { \dot { \bar { G } } _ { 4 } } { \bar { G } _ { 4 } } } = e ^ { 2 m _ { 0 } ( R _ { 0 } - R ) } { \frac { R _ { \tau } \left[ 3 ( \Omega _ { R } ^ { 2 } - 1 ) R _ { \tau \tau } + 2 m _ { 0 } \Omega _ { R } ^ { 2 } ( c ^ { 2 } + R _ { \tau } ^ { 2 } ) \right] } { ( \Omega _ { R } ^ { 2 } - 1 ) ( c ^ { 2 } + R _ { \tau } ^ { 2 } ) } } .,34d0dd83e4.png
"\mathrm { R e } ~ \psi \left( \frac 1 2 + i z \right) = \operatorname { l o g } z - { \frac { 1 } { 2 4 } } z ^ { - 2 } - { \frac { 7 } { 9 6 0 } } z ^ { - 4 } + O ( z ^ { - 8 } ) ~ ~ ~ ,",5cae36283f.png
"T _ { m } ^ { ( r + { \frac { \epsilon - 1 } { 2 } } ) } ( u ) = \sum _ { ( \zeta ^ { ( 1 ) } , \ldots , \zeta ^ { ( m ) } ) \in S p i n _ { m } ^ { \epsilon } } \prod _ { i = 1 } ^ { m } s p ( \zeta ^ { ( i ) } ; u - m + 2 i - 1 ) .",54753bd6d1.png
\{ A ; x ^ { + } \} \rightarrow ( \partial _ { + } y ^ { + } ) ^ { 2 } \{ A ; y ^ { + } \} + \{ y ^ { + } ; x ^ { + } \},129e776f62.png
"W _ { N S } = 0 , \quad W _ { R } = 0 , \quad { \frac { d W _ { R } } { d z ^ { A } } } + \tau { \frac { d W _ { N S } } { d z ^ { A } } } = 0 .",62887d7f76.png
"\left\{ \begin{array} { c c l } { \alpha _ { m } ^ { 0 } | 0 \rangle = 0 ~ , } & { \alpha _ { m } ^ { i } | 0 \rangle = 0 ~ , } & { \mathrm { f o r ~ m \geq ~ 0 ~ } } \\ { b _ { r } ^ { 0 } | 0 \rangle = 0 ~ , } & { b _ { r } ^ { i } | 0 \rangle = 0 ~ , } & { \mathrm { f o r ~ r \geq \frac { 1 } { 2 } ~ } } \\ \end{array} \right. ~ ,",549555a460.png
"R _ { \Omega } = ( + 1 , + 1 , + 1 , \omega ^ { n } , \omega ^ { n } ) \otimes ( \omega ^ { n _ { 1 } } , \omega ^ { n _ { 2 } } , \omega ^ { n _ { 3 } } , \omega ^ { n _ { 4 } } , \omega ^ { n _ { 5 } } ) ~ , ~ \,",43f857409a.png
"\omega ( X ) : = ( P \circ \theta ) ( X ) , \qquad X \in T G .",4e0afa898a.png
{ \cal L } = - \frac { 1 } { 4 } F ^ { a \mu \nu } F _ { \mu \nu } ^ { a } + \frac { \theta g ^ { 2 } } { 3 2 \pi ^ { 2 } } F ^ { a \mu \nu } \tilde { F } _ { \mu \nu } ^ { a } .,31a2948f4b.png
"J _ { \varphi _ { - } ( p ) } ^ { G } \circ \varphi _ { - * p } = \varphi _ { - * p } \circ J _ { p } ^ { M } ,",709e0a0438.png
"i { \frac { \partial } { \partial t } } \phi ( P _ { r } ^ { \prime } , t ) = K ( i { \frac { \partial } { \partial P _ { r } ^ { \prime } } } , P _ { s } ^ { \prime } , t ) \phi ( P _ { r } ^ { \prime } , t ) ,",6805ecb152.png
{ } { \bf \Pi } ( { \bf u } ) = \int _ { M } d ^ { 3 } x u ^ { \mu } { \Pi } _ { \mu } .,7bdde98d90.png
"\frac { E } { | \tilde { S } | } = \frac { 2 } { 3 } M \Phi _ { 0 } ^ { 2 } ,",2feec640cf.png
N = 1 - c _ { L } ^ { 2 } + \frac \nu { 2 c _ { L } ^ { 2 } } \frac { \partial c _ { L } ^ { 2 } } { \partial \nu },4d2a6f764f.png
{ \frac { 2 i \pi z } { N \sqrt { 2 } } } = \Bigl ( 1 + { \frac { 1 } { N } } \Bigr ) \Bigl ( \operatorname { l n } r - \sqrt { 1 - 1 / r ^ { 2 } } + \operatorname { l n } \left( 1 + \sqrt { 1 - 1 / r ^ { 2 } } \right) \Bigr ) .,181df088f4.png
\chi _ { n } = \tilde { \chi } _ { n - 1 } - { \frac { \partial F ^ { ( n ) } } { \partial \kappa } },3d56c45d95.png
"Q _ { i } ^ { 2 } \equiv M _ { i } ^ { 2 } - \xi \, ( 1 - \xi ) k ^ { 2 } \, \, .",592162c893.png
"\langle \Phi , H _ { B } \Phi \rangle \; \geq \; E _ { 0 } \Vert \Phi \Vert ^ { 2 } \ ,",113d8d8102.png
\theta _ { \delta } = \sum _ { j = 1 } ^ { 6 } e _ { \psi } ^ { j } \theta _ { j \delta } - \sum _ { k = 1 } ^ { 5 } e _ { \phi } ^ { k } \theta _ { k \delta },26e39b0bdb.png
"E = - 2 a ^ { 2 } ( u ) \dot { \eta } , \ \ p ^ { i } = 2 a ^ { 2 } ( u ) \dot { x } ^ { i }",3fb3a82d70.png
f \left( \varphi \right) = \frac { 4 } { 9 } \frac { \left( 4 - 3 \gamma \right) } { \gamma ^ { 2 } } \frac { 1 } { \left( \varphi - \varphi _ { * } \right) ^ { 2 } } .,4c802c3f53.png
"\{ B _ { i } ( x ) , B _ { j } ( y ) \} _ { D } = - \frac { 1 } { m } \epsilon _ { i j } \delta ^ { 2 } ( x - y ) ,",3fc05deaac.png
"S = \frac { 1 } { 1 2 R } \int d ^ { 4 } x \int _ { 0 } ^ { R } d x ^ { 4 } \, H ^ { M N P } H _ { M N P }",49f12a939f.png
"L ^ { i j } = { \frac { 1 } { 4 } } ( \delta ^ { i k } { \varepsilon } ^ { j l } - \delta ^ { j k } { \varepsilon } ^ { i l } ) \left\{ \Pi _ { k } , \Pi _ { l } \right\}",10d51ca9ed.png
0 = e _ { \alpha } ( \Phi ^ { i } ) - d _ { 1 } ( \Gamma ^ { i } \Psi ) _ { \alpha } + d _ { 5 } ( \bar { \Psi } \Gamma _ { \mu } { } ^ { i j } \Psi ) \frac { \Phi _ { j } } { \Phi ^ { 2 } } \Delta _ { \alpha } ^ { \mu } .,51b5cd684d.png
"d _ { m , j } = \left\{ \begin{array} { l l } { \displaystyle \sum _ { k } \displaystyle \widetilde { \beta } _ { { \frac { m } { 2 } } - k } \beta _ { j - | k | } } & { i f m i s e v e n ; } \\ { \displaystyle \sum _ { k } \displaystyle \widetilde { \alpha } _ { { \frac { m + 1 } { 2 } } - k } \alpha _ { j - | k | } } & { i f m i s o d d . } \\ \end{array} \right.",6dca8692a8.png
\lambda = { \frac { r - r _ { + } } { ( r - r _ { + } + \hat { P } ) ^ { 1 / 2 } ( r - r _ { + } + \hat { Q } ) ^ { 1 / 2 } } },318f1d14eb.png
V ^ { i _ { 1 } \cdots i _ { n } } \equiv \mathrm { T r } \left( \phi ^ { ( i _ { 1 } } \cdots \phi ^ { i _ { n } ) } \right) ~ .,16a8d0cfcc.png
"w ( \ell ) = \sum _ { n = 0 } ^ { \infty } \ { \frac { \ell ^ { n + 1 / 2 } } { \Gamma ( n + 3 / 2 ) } } \, s i g m a _ { n } \ .",736b7254f0.png
\omega ( A ^ { * } A ) \ge 0,15e400cf2f.png
K _ { d _ { 2 } } = K _ { E } ^ { ' } = \Phi ^ { 2 } \partial _ { E } - z ( z \partial _ { z } + \Phi \partial _ { \Phi } ) + c . c . .,375780d478.png
O = { \bf j } ^ { 2 } - { \bf l } ^ { 2 } - { \bf s } ^ { 2 },117e51225c.png
"U ^ { \prime } = \left( \begin{array} { c c } { U _ { o o } ^ { \prime } } & { U _ { o e } ^ { \prime } } \\ { U _ { e o } ^ { \prime } } & { U _ { e e } ^ { \prime } } \\ \end{array} \right) , \; \; \; \; \; \bar { U } ^ { \prime } = \left( \begin{array} { c c } { U _ { o o } ^ { \prime } } & { - U _ { o e } ^ { \prime } } \\ { - U _ { e o } ^ { \prime } } & { U _ { e e } ^ { \prime } } \\ \end{array} \right) .",7e24da5e35.png
\frac { d ^ { 2 } } { d j ^ { 2 } } Z ^ { ( 0 ) } ( j ) = [ Z ^ { ( 0 ) } ( j ) ] ^ { 2 } .,3716728e9d.png
"{ \frac { 2 \rho \cdot \mu } { \rho ^ { 2 } } } = 0 , \pm 1 , \quad \quad \forall \mu \in \Lambda \quad \ \mathrm { a n d } \quad \forall \rho \in \Delta .",3c6cc8add3.png
"I = \int d t d z d \theta { \cal L } ( R , A _ { 0 } , A _ { z } , A _ { \theta } )",6dcc97d507.png
A _ { \mu _ { l } } ^ { ( l ) } = X _ { \mu _ { l } } - p _ { \mu _ { l } } ^ { ( l ) } .,4ee96d8f65.png
\varepsilon _ { \varrho } \varrho ( \varepsilon _ { \varrho } ) \varepsilon _ { \varrho } = \varrho ( \varepsilon _ { \varrho } ) \varepsilon _ { \varrho } \varrho ( \varepsilon _ { \varrho } ) .,25fc29e4eb.png
"\gamma _ { m } = { \frac { d \operatorname { l o g } Z _ { m } } { d \operatorname { l o g } \mu } } \rightarrow 2 s \; \; \; ,",4a12decdd0.png
\psi _ { \nu } = \frac { i } { m } \partial ^ { \nu } \left( \psi _ { 4 } \right) .,51449df3f5.png
+ { \frac { 1 } { 2 m ^ { 2 } } } \Pi _ { \psi } ^ { 2 } + A _ { 0 } \Pi _ { \psi } + { \frac { m ^ { 2 } } { 2 } } ( ( \partial _ { i } \psi ) ^ { 2 } + 2 A _ { i } \partial _ { i } \psi ) .,5ba652b24d.png
\psi ^ { c } | 0 > = \int d ^ { 3 } p ~ e x p \{ \frac { i } { 2 } \mathrm { \boldmath ~ \gamma ~ } \cdot \mathrm { \boldmath ~ \lambda ~ } ( { \bf p } ) \} | { \bf p } > ~ e ^ { i \mathrm { \boldmath ~ p ~ } \cdot \mathrm { \boldmath ~ x ~ } },3cf90843c1.png
"[ L _ { F } ( m ) , J ( z ) ] = z ^ { m } ( z \partial _ { z } + ( m + 1 ) ) J ( z )",72deb4017c.png
\rho _ { p + 1 } \gamma _ { \mu } = T _ { p } d \sigma ^ { \nu } ( G - { \cal F } \Gamma _ { 1 1 } ) _ { \nu \mu } .,1d9fbb8f64.png
{ \frac { d f ^ { \mu \nu } } { d t } } = f ^ { \mu \lambda } U _ { \lambda } ^ { \nu } - f ^ { \nu \lambda } U _ { \lambda } ^ { \mu },6af70be9fb.png
"d s ^ { 2 } = e ^ { \Gamma ( r ) } d t ^ { 2 } - e ^ { \Lambda ( r ) } d r ^ { 2 } - r ^ { 2 } ( d \theta ^ { 2 } + \operatorname { s i n } ^ { 2 } \theta \, d \varphi ^ { 2 } ) \, \, .",1f0937c7c0.png
"{ \cal H } _ { A d S _ { 5 } } = { \cal H } _ { A d S _ { 5 } } ^ { q } + { \cal H } _ { A d S _ { 5 } } ^ { \bar { q } } \ ,",4e4432c5be.png
"F ^ { \lambda _ { 1 } \lambda _ { 2 } , \lambda _ { 3 } \lambda _ { 4 } , \lambda _ { 5 } \lambda _ { 6 } } = ( F ^ { \lambda _ { 1 } \lambda _ { 2 } } , F ^ { \lambda _ { 3 } \lambda _ { 4 } } , F ^ { \lambda _ { 5 } \lambda _ { 6 } } ) =",5d9f7ca8dc.png
4 k ^ { \prime } = 1 + 1 + ( k ^ { \prime } - 1 ) \cdot 2 + 2 \cdot k ^ { \prime } .,110929b79f.png
{ \cal O } _ { M } \rightarrow \frac { Z _ { M } } { \Lambda ^ { 2 } } \left( M _ { W } ^ { 4 } W _ { \mu } ^ { + } W ^ { - \mu } + \frac { M _ { Z } ^ { 4 } } { 2 } Z ^ { \mu } Z _ { \mu } \right) .,586e629309.png
"\left[ A _ { \{ ( n _ { i } ) \} } ^ { \{ r , r _ { i } \} } , V _ { \{ ( n _ { j } ) \} } ^ { \{ \lambda , \lambda _ { j } \} } \right] = \frac { 1 } { ( 2 \pi i ) ^ { 2 } } \oint _ { 0 } d z \oint _ { z } \frac { d \xi } { \xi } U _ { \{ ( n _ { i } ) \} } ^ { \{ r , r _ { i } \} } ( z ) U _ { \{ ( n _ { j } ) \} } ^ { \{ \lambda , \lambda _ { j } \} } ( \xi )",68421c78b7.png
"f ( x ) \sim c \, D _ { i } \left( \sqrt { 2 } t ^ { - 1 / 4 } ( t - x ) \right)",6a8ec7da23.png
"A _ { m } ^ { ( a ) } = 2 \, \frac { \eta _ { a m n } ( x - x _ { 0 } ) ^ { n } } { ( x - x _ { 0 } ) ^ { 2 } + \rho ^ { 2 } } \, ,",6499f993ac.png
\delta S _ { G B } = { \frac { 1 } { 1 6 \pi ^ { 2 } } } \int _ { M } \; D \; ( \epsilon _ { a b c d } \; \delta \omega ^ { a b } \wedge R ^ { c d } ) \ .,5243b40729.png
"\begin{array} { r c l } { u _ { \lambda , l , m } ( r , \theta , \phi ) } & { = } & { N _ { \lambda l } \ v _ { 1 , \lambda , l , m } ^ { ( \circ ) } = } \\ \end{array}",4ef7bcd8ab.png
\langle T _ { \mu \nu } \rangle _ { r e n } = \langle T _ { \mu \nu } \rangle - \langle T _ { \mu \nu } \rangle _ { d i v } + \langle T _ { \mu \nu } \rangle _ { d i v } - \langle T _ { \mu \nu } \rangle ^ { ( 4 ) },153e718104.png
"J _ { r , s } = \widehat { \omega } _ { n } ^ { r \cdot s } P ^ { r } \cdot Q ^ { s } , \, \, \, \, r , s = 0 , \ldots , 2 ^ { n } - 1",7746d73b78.png
( H ^ { \frac { 1 } { 2 } \frac { 1 } { 2 } } ) ^ { T } = H ^ { \frac { 1 } { 2 } \frac { 1 } { 2 } },17999c40fd.png
\breve { F } ( \beta | - i J ) = F ( \beta | J ) .,7b9b291c5b.png
\tilde { T } _ { E } = \frac { \pi \tilde { N } } { T _ { S } \kappa ^ { 2 } } e ^ { - \frac { \Phi _ { 0 } } { 2 } } .,3ac7b98a00.png
"\eta _ { k } ( z ) \equiv \frac { y _ { k } ^ { \prime } ( z ) } { y _ { k } ( z ) } , \quad k = 1 , 2 .",3f0298084f.png
\phi ( z ) = \left[ ( z - \alpha ) ( z - \beta ) \right] ^ { q } \ .,743faab4cb.png
"a = \int _ { - ( n - 1 ) \pi / 2 } ^ { ( n - 1 ) \pi / 2 } d \theta ~ { \cal F } _ { 0 } ( \theta ) ^ { - 1 } ,",70e7d0a559.png
"d s ^ { 2 } = - A ( R ) d T ^ { 2 } + { \frac { d R ^ { 2 } } { A ( R ) } } + R ^ { 2 } d \Omega _ { ( 3 ) } ^ { 2 } \, ,",386ab465a2.png
"S \left[ A , \widetilde { A } \right] = \frac { 1 } { 8 \pi G } { \int } _ { M } d ^ { 3 } x \{ \frac { 1 } { 2 } e R + \frac { e } { \ell ^ { 2 } } \}",391fe142a0.png
"\lambda _ { ~ \alpha \beta } ^ { a } \lambda _ { a } ^ { ~ \beta \gamma } = - C _ { \rho } \delta _ { \alpha } ^ { ~ \gamma } ,",5125456a06.png
{ \operatorname* { l i m } _ { \left| k _ { 2 \mu } \right| \rightarrow \infty } } T _ { \mu \nu } ^ { ( 3 ) a b c d } T _ { \mu ^ { \prime } \nu ^ { \prime } } ^ { ( 3 ) a ^ { \prime } b ^ { \prime } c d * } Q ^ { \mu \mu ^ { \prime } } ( k _ { 1 } ) Q ^ { \nu \nu ^ { \prime } } ( k _ { 2 } ) = \widetilde { S },22a0207f78.png
"V ( r , u ) = - { \frac { u ^ { 4 } } { r ^ { 9 } } } 2 ^ { 4 } \pi ^ { 7 / 2 } { \alpha ^ { \prime } } ^ { 4 } \Gamma ( { \frac { 9 } { 2 } } ) + O ( u ^ { 6 } ) \quad .",795ae05159.png
"\Upsilon _ { \alpha \beta \gamma } ^ { ( A B ) } = \overline { { \eta } } ^ { A } \, \tau _ { \alpha \beta \gamma } \, \eta ^ { B }",424365f4c8.png
"\frac { E ( \vartheta , L ) } { M } = - \sqrt { \frac { 2 } { \pi l } } e ^ { - l } \operatorname { c o s } \vartheta + \ldots \, \, .",46940f2335.png
A _ { \mu } \; = \; - \frac { 1 } { 2 } F _ { \mu \nu } x _ { \nu } \; .,47c6336c02.png
"M ^ { \pm } \equiv 2 M - M ^ { \prime } \pm \frac { J } { l } = M ^ { \pm } ( t ^ { \mp } ) ,",16de3b05db.png
"S _ { \mathrm { e f f } } = - i \mathrm { T r } \operatorname { l n } ( i \partial _ { 0 } - H _ { P } + \mu + \frac { b } { 2 } \sigma ^ { 3 } ) ,",2e24b8071a.png
"G ( x , x ^ { \prime } , t ) \equiv \, \langle x | \otimes \, _ { N } \langle 0 | e ^ { - i H t / \hbar } | 0 \rangle _ { N } \otimes | x ^ { \prime } \rangle ,",6d8323e0df.png
\lambda ( j _ { \mu } ) _ { M T M } \leftrightarrow ( \epsilon _ { \mu \nu \rho } \partial ^ { \nu } A ^ { \rho } ) _ { M C S },6bd999d55b.png
"\frac { \delta } { \delta F _ { \mu \nu } ( x ) } \left( \int d ^ { 4 } x \; F _ { \mu \nu } ^ { 2 } - \lambda ( \frac { 1 } { 8 \pi ^ { 2 } } \int d ^ { 4 } x \; F \wedge F - k ) \right) ,",13729dc7d7.png
W = S + \hbar M _ { 1 } + \hbar ^ { 2 } M _ { 2 } + . . . \ .,2ad7872edc.png
"S = \frac i { 8 \pi \alpha ^ { \prime } } \int _ { \Sigma } \left( g _ { i j } - B _ { i j } \right) \partial x ^ { i } \bar { \partial } x ^ { j } \, d ^ { 2 } z - 2 \pi \int \Phi R ^ { ( 2 ) } \, d ^ { 2 } z + \ldots ,",464370cc4a.png
"S _ { \mathrm { B R S } } = S _ { \mathrm { i n v } } + S _ { \mathrm { g . f . } } + S _ { \mathrm { g h } } ,",253542b705.png
"2 \sum _ { n = 0 } e ^ { - c s ( 2 n + 1 ) } = \operatorname { s i n h } ^ { - 1 } c s ,",72230fd4b9.png
"2 F ( g ) = G \left( g , \frac { d F } { d g } \right) .",4ad6075836.png
"{ \frac { d \bar { w } } { d t } } \, \Pi ^ { T } \, { \frac { d w } { d t } } = { \frac { 1 } { \kappa ^ { 2 } } } \sum _ { r = 3 } ^ { N } \left[ { \frac { t _ { 1 r } \bar { t } _ { 1 r } } { b + r } } + { \frac { t _ { 2 r } \bar { t } _ { 2 r } } { b - r } } \right] \, \, .",6a4bf5e030.png
"\{ Q , b _ { 0 } \} = L _ { 0 } , \hspace { 1 c m } \{ Q , \tilde { b } _ { 0 } \} = J _ { 0 }",593975883a.png
"{ \frac { [ a ^ { \prime } ] _ { 0 } } { a _ { 0 } b _ { 0 } } } = - { \frac { 8 \pi G _ { 5 } } { 3 c ^ { 4 } } } \left[ \sigma + \varrho _ { m } c ^ { 2 } ( 1 + \zeta e ^ { - 2 \psi } ) + \varrho _ { r } c ^ { 2 } e ^ { - 2 \psi } + \varrho _ { \psi } c ^ { 2 } \right] ,",160dabb012.png
"C ( k , N ) \equiv { \frac { k ( N - k ) } { N - 1 } }",78c5f33181.png
"\left[ r ^ { | \nu | } \psi ( { \bf r } ) - w \rho ^ { 2 | \nu | } { \frac { d \left( r ^ { | \nu | } \psi ( { \bf r } ) \right) } { d ( r ^ { 2 | \nu | } ) } } \right] _ { r = 0 } = 0 ~ ,",2952ef01b5.png
"Q _ { \alpha } = \bar { Q } _ { \alpha } ~ , \qquad \qquad \alpha = 1 , \ldots , 8 ~ .",58be8b4c77.png
\begin{array} { l l l } { \theta } & { } & { + 1 } \\ { W _ { \alpha } } & { } & { + 1 } \\ { \tau _ { 0 } } & { } & { 0 } \\ { \Phi } & { } & { 0 } \\ { m } & { } & { + 2 } \\ { K } & { } & { \mathrm { a r b i t r a r y } } \\ \end{array},507398fe1a.png
f _ { 0 } = \left( 2 { \pi } ^ { 3 / 2 } \right) ^ { - 1 / 2 } z ^ { - 1 / 2 },1c48f74aa4.png
"H ( x ^ { 0 } ) = \int \bar { \Psi } ( x ) H _ { o . p . } \Psi ( x ) d { \bf x } \; ,",354737355e.png
"\delta \ddot { \phi } + \alpha \, \delta \dot { \phi } + \beta \, \delta \phi = 0 ,",2481cb0340.png
"D f = { \overline { D } } ~ { \overline { f } } = 0 ,",49e348ec33.png
"\frac { 1 } { R _ { \parallel } } = \frac { M _ { h } } { \sqrt { 2 } \, g \, \varepsilon _ { \infty } } \, .",47ef74127f.png
\hat { S } _ { n } = \hat { S } _ { n - 1 } + \Delta \hat { S } _ { n - 1 },d95098e2e0.png
"i \int d x \, { \cal L } _ { \mp } = \pm \operatorname { l o g } \mathrm { D e t \ } \biggl \{ D _ { \mu } D ^ { \mu } + m ^ { 2 } + e \Sigma ^ { \mu \nu } F _ { \mu \nu } \biggr \}",6c45dbae81.png
e ~ \to ~ e ( r ) = e \left\{ 1 - { \frac { \alpha } { 3 \pi } } ~ \operatorname { l n } { \frac { r } { r _ { e } } } + \dots \right\},5b7733f678.png
"\psi _ { 1 } \rightarrow \psi _ { 1 } \, \frac { | \overline { { \beta } } g + \overline { { \alpha } } | ^ { ( 4 b - 2 ) } } { ( \overline { { \beta } } g + \overline { { \alpha } } ) ^ { ( 4 b + 4 c - 2 ) } } ~ ~ ,",515d286dc3.png
"H ^ { g } ( { \cal S } \mid d ) \sim H ^ { g + 2 } ( { \cal S } ) \ ,",72d36742e3.png
"z = { \frac { 1 } { i \pi } } \, \int _ { x _ { 1 } } ^ { x _ { - } } { \frac { \displaystyle x p ^ { \prime } ( x ) } { \displaystyle \sqrt { p ( x ) ^ { 2 } - 1 / r ^ { 2 N } } } }",1b60b09429.png
\Xi = C \int \Pi _ { i } d \lambda _ { i } a ^ { { \frac { - N ( N - 1 ) } { 2 } } } \Pi _ { i < j } ( \lambda _ { i } - \lambda _ { j } ) ( \xi _ { i } - \xi _ { j } ) \operatorname { e x p } ( - V _ { 0 } + a \sum \lambda _ { i } \xi _ { i } ) ),71712cacdb.png
"\frac { Q ^ { 1 } ( Q ^ { 2 } ) ^ { * } } { | Q ^ { 1 } | | Q ^ { 2 } | } = \mathrm { e } ^ { - i \omega _ { Q } } \, , \qquad \frac { ( a _ { 1 } ) ^ { * } a _ { 2 } } { | a _ { 1 } | | a _ { 2 } | } = \mathrm { e } ^ { i \omega _ { V } } \, ,",544395e1eb.png
"( D \theta ) ^ { \alpha } = d \theta ^ { \alpha } + ( L _ { 0 } ^ { A } B _ { A } \theta ) ^ { \alpha } ,",732a45d614.png
"\rho ~ ~ : \quad ( u _ { 2 } , u _ { 3 } ) \to ( e ^ { 2 i \pi / N _ { f } } u _ { 2 } , e ^ { 2 i \pi / N _ { f } } u _ { 3 } ) ~ ,",734e6aa1b4.png
"+ \; \frac { 1 } { 2 } \, \mathrm { T r } \operatorname { l n } \left[ - \hat { \partial } ^ { 2 } - \partial _ { 2 } ^ { 2 } + V ^ { \prime \prime } ( \varphi ( x _ { 2 } ) ) \right] \; .",666591cc71.png
= \ \int d r d z \ r \Biggl \{ G ^ { 2 } \Bigl ( { \frac { U _ { r } ^ { 2 } + U _ { z } ^ { 2 } + V _ { r } ^ { 2 } + V _ { z } ^ { 2 } } { ( 1 + U ^ { 2 } + V ^ { 2 } ) ^ { 2 } } } \ + \ \frac { k ^ { 2 } } { r ^ { 2 } } { \frac { U ^ { 2 } + V ^ { 2 } } { ( 1 + U ^ { 2 } + V ^ { 2 } ) ^ { 2 } } } \Bigr ),40ba1a3c7a.png
"{ \frac { X _ { 0 } ^ { 2 } } { 2 ( 1 + a ) } } + { \frac { Y _ { 0 } ^ { 2 } } { 2 ( 1 - a ) } } - { \frac { X _ { 3 } ^ { 2 } } { 1 - a ^ { 2 } } } = \left( { \frac { \mu } { 6 } } \right) ^ { 2 } \mathrm { C a s i m i r } \, ,",7ee767b99a.png
\zeta _ { \mu } ( t ) = \frac { 1 } { 2 } \Gamma _ { \mu } + \xi _ { \mu } ( t ),2d229bc73a.png
"\Omega _ { \xi } ( s , 0 ) = \omega ( \xi ( s _ { + } ) ) \Phi _ { \xi } ( s _ { + } , 0 )",293390d15d.png
"H = \left\{ \begin{array} { l l } { 1 + \frac { Q _ { p + 1 } } { r ^ { 6 - p } } , } & { 0 \le p \le 5 , } \\ { 1 - Q _ { 7 } ~ \mathrm { l n } ~ r , } & { p = 6 , } \\ \end{array} \right.",6dec9e02e5.png
"\stackrel { * } { F } { } ^ { \alpha \mu } { } _ { \lambda } \equiv \frac { 1 } { 2 } \, \eta ^ { \alpha \mu } { } _ { \nu \sigma } \, F ^ { \nu \sigma } { } _ { \lambda } .",1ee4e59b4c.png
"\lambda = \frac { x \, d z } { z } - \frac { N _ { f } } { 2 } d x = \frac { d x } { 2 y } [ ( 4 - N _ { f } ) x ^ { 2 } + N _ { f } u ] ,",cdbfdd39a6.png
"Z = \int [ D A ] \, \Delta _ { F } [ A , a ] \operatorname { e x p } \left( - S _ { Y M } [ A ] - p F ^ { 2 } [ A , a ] \right)",4cf12c36b2.png
\hat { n } = \left( \begin{array} { c r c l } { 0 } & { 0 } & { 0 } & { \ldots } \\ { 0 } & { 1 } & { 0 } & { \ldots } \\ { 0 } & { 0 } & { 2 } & { \ldots } \\ { . } & { . } & { . } & { \ldots } \\ \end{array} \right) .,70c39fcf34.png
"X = \partial _ { x } \, , \quad \quad Y = y ^ { 2 } \partial _ { y } \, ,",3310620767.png
"( p = t - 4 z + 5 - 3 \epsilon , q = t + 4 z + \epsilon - 3 )",4b10119c3c.png
"( \partial _ { x } ^ { 2 } + m ^ { 2 } ) F ^ { ( \tau ) } ( x , y ) = ( \partial _ { y } ^ { 2 } + m ^ { 2 } ) F ^ { ( \tau ) } ( x , y ) = 0 .",669fe958b0.png
"E _ { C } ( R , T = 0 , m ) = = - \frac { R } { \pi } \int _ { 0 } ^ { \infty } \frac { \omega \, d \omega } { g ( \omega ) - 1 } \left( 1 - \frac { 2 m M _ { 0 } ^ { 2 } } { R ( \omega ^ { 2 } m ^ { 2 } - M _ { 0 } ^ { 4 } ) } \right) \, { , }",667ba54c68.png
\operatorname* { d e t } ( g _ { \mu \nu } + F _ { \mu \nu } ) = \operatorname* { d e t } ( g _ { \mu \nu } - F _ { \mu \nu } ),514ff0dd8f.png
\partial _ { i } \varphi ( n ) \to \frac { 1 } { 2 h _ { i } } ( \varphi ( n + h _ { i } ) - \varphi ( n - h _ { i } ) ) .,72188d734b.png
"[ \hat { \eta } ^ { A } , \hat { \eta } ^ { B } \} = i \hbar \hat { \overline { { \{ \eta ^ { A } , \eta ^ { B } \} } } } _ { D ( \Phi ) } = i \hbar \hat { \overline { { \Lambda ^ { A B } ( \eta ) } } } , \; \; \; \hat { \overline { { \Phi ( \eta ) } } } = 0 ,",5461b92a38.png
\langle \phi \rangle = 2 \beta \frac { p ^ { 2 } } { 4 N } \langle U \rangle = \frac { p ^ { 2 } } { 4 N } \langle U \rangle,f7c5e0920d.png
k ^ { \mu } k ^ { \nu } D _ { \mu \nu } ^ { a b } ( k ) - \alpha \mu ^ { 2 } \Delta ^ { a b } ( k ) = - \alpha \delta ^ { a b },4ca5604366.png
T _ { \rho \mu } ( \phi ( x ) ) = { \frac { 1 } { 2 } } \big ( \partial _ { \rho } \phi * \partial _ { \mu } \phi + \partial _ { \mu } \phi * \partial _ { \rho } \phi \big ) - \eta _ { \rho \mu } \mathcal { L } _ { * } ^ { ( 0 ) } .,3c81b13951.png
P ^ { + } = \frac { 2 \pi } { d } \sum _ { k > 0 } k a _ { k } ^ { \dagger } a _ { k } \; \; .,6e2de8f242.png
"{ \cal W } _ { I } = \mathrm { d } B _ { I } - F _ { I J } \, \mathrm { d } A ^ { J } \, .",601c3bace0.png
\Delta L = \frac { a } { \epsilon } \sqrt { g } R ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ n = 2,779ac95c31.png
\partial _ { r } ( r ( r ^ { 4 } - b ^ { 4 } ) \partial _ { r } \eta _ { 0 } ) + m _ { 0 } ^ { 2 } b ^ { 2 } r \eta _ { 0 } = 0,7f8bf4eaf7.png
